Title,URL,Date,Image,LastScraped
រដ្ឋមន្ត្រីក្រសួងរៀបចំដែនដីអះអាងថា វិវាទដីធ្លីនឹងត្រូវដោះស្រាយទាំងស្រុងនៅចុងឆ្នាំនេះ,https://www.khmertimeskh.com/501709367/%E1%9E%9A%E1%9E%8A%E1%9E%8B%E1%9E%98%E1%9E%93%E1%9E%8F%E1%9E%9A%E1%9E%80%E1%9E%9A%E1%9E%9F%E1%9E%84%E1%9E%9A%E1%9E%94%E1%9E%85-4/,2025-06-30T09:26:35+07:00,https://www.khmertimeskh.com/wp-content/uploads/2025/06/104712-360x245.jpg,2025-06-30 23:12:15
Cambodia denies Thai media claim of involvement of citizen in Thai protest,https://www.khmertimeskh.com/501709320/cambodia-denies-thai-media-claim-of-involvement-of-citizen-in-thai-protest/,2025-06-30T08:30:33+07:00,https://www.khmertimeskh.com/wp-content/uploads/2025/06/Cambodia-denies-Thai-media-claim-of-involvement-of-citizen-in-Thai-protest-360x245.jpg,2025-06-30 23:12:15
VIDEO: Public warned after Thai hackers create fake video of Hun Sen using AI,https://www.khmertimeskh.com/501709312/video-public-warned-after-thai-hackers-create-fake-video-of-hun-sen-using-ai/,2025-06-30T08:22:53+07:00,https://www.khmertimeskh.com/wp-content/uploads/2025/06/Cambodia-is-merely-victim-of-online-scams-originating-from-Thailand-360x245.jpg,2025-06-30 23:12:15
លោកនាយករដ្ឋមន្ត្រីសង្កត់ធ្ងន់លើកិច្ចខិតខំប្រឹងប្រែងដើម្បីបង្កើនកិច្ចព្រមព្រៀងពាណិជ្ជកម្មថ្មីៗ,https://www.khmertimeskh.com/501709300/%E1%9E%9B%E1%9E%80%E1%9E%93%E1%9E%99%E1%9E%80%E1%9E%9A%E1%9E%8A%E1%9E%8B%E1%9E%98%E1%9E%93%E1%9E%8F%E1%9E%9A%E1%9E%9F%E1%9E%84%E1%9E%80/,2025-06-30T08:13:30+07:00,https://www.khmertimeskh.com/wp-content/uploads/2025/06/104723-360x245.jpg,2025-06-30 23:12:15
ក្រុមប្រឹក្សាអភិវឌ្ឍន៍កម្ពុជាជំរុញឱ្យក្រុមហ៊ុនចិនវិនិយោគក្នុងខ្សែច្រវ៉ាក់ផ្គត់ផ្គង់ផលិតកម្ម,https://www.khmertimeskh.com/501709268/%E1%9E%80%E1%9E%9A%E1%9E%98%E1%9E%94%E1%9E%9A%E1%9E%80%E1%9E%9F%E1%9E%A2%E1%9E%97%E1%9E%9C%E1%9E%8C%E1%9E%8D%E1%9E%93-53/,2025-06-30T07:18:21+07:00,https://www.khmertimeskh.com/wp-content/uploads/2025/06/104726-360x245.jpg,2025-06-30 23:12:15
របៀបដែលលំហូរឥណទានកំពុងជះឥទ្ធិពលលើកំណើនរបស់កម្ពុជា,https://www.khmertimeskh.com/501709267/%E1%9E%9A%E1%9E%94%E1%9E%94%E1%9E%8A%E1%9E%9B%E1%9E%9B%E1%9E%A0%E1%9E%9A%E1%9E%A5%E1%9E%8E%E1%9E%91%E1%9E%93%E1%9E%80%E1%9E%96/,2025-06-30T06:23:57+07:00,https://www.khmertimeskh.com/wp-content/uploads/2025/06/104681-360x245.jpg,2025-06-30 23:12:15
ក្រុមហ៊ុន Marubeni សហការជាមួយក្រុមហ៊ុន Khmer Water Supply Holding ក្នុងនាមជាអ្នកវិនិយោគយុទ្ធសាស្ត្រ,https://www.khmertimeskh.com/501709266/%E1%9E%80%E1%9E%9A%E1%9E%98%E1%9E%A0%E1%9E%93-marubeni-%E1%9E%9F%E1%9E%A0%E1%9E%80%E1%9E%9A%E1%9E%87%E1%9E%98%E1%9E%99%E1%9E%80/,2025-06-30T06:18:02+07:00,https://www.khmertimeskh.com/wp-content/uploads/2025/06/104711-360x245.jpg,2025-06-30 23:12:15
អគ្គនាយកនិយ័តករធានារ៉ាប់រងកម្ពុជាលើកឡើងពីកំណើន និងតម្លាភាពក្នុងវិស័យធានារ៉ាប់រង,https://www.khmertimeskh.com/501709265/%E1%9E%A2%E1%9E%82%E1%9E%82%E1%9E%93%E1%9E%99%E1%9E%80%E1%9E%93%E1%9E%99%E1%9E%8F%E1%9E%80%E1%9E%9A%E1%9E%92%E1%9E%93%E1%9E%9A/,2025-06-30T06:15:09+07:00,https://www.khmertimeskh.com/wp-content/uploads/2025/06/104688-360x245.jpg,2025-06-30 23:12:15
"លោក ហ៊ុន សែន ព្យាករកំណើន ៥,២% ខណៈដែលទំនុកចិត្តសេដ្ឋកិច្ចនៅតែមានភាពរឹងមាំ",https://www.khmertimeskh.com/501709264/%E1%9E%9B%E1%9E%80-%E1%9E%A0%E1%9E%93-%E1%9E%9F%E1%9E%93-%E1%9E%96%E1%9E%99%E1%9E%80%E1%9E%9A%E1%9E%80%E1%9E%8E/,2025-06-30T06:12:54+07:00,https://www.khmertimeskh.com/wp-content/uploads/2025/06/104701-360x245.jpg,2025-06-30 23:12:15
ក្រុមហ៊ុនអាមេរិកមានចំណាប់អារម្មណ៍វិនិយោគលើវិស័យប្រេង និងឧស្ម័នរបស់កម្ពុជា,https://www.khmertimeskh.com/501709263/%E1%9E%80%E1%9E%9A%E1%9E%98%E1%9E%A0%E1%9E%93%E1%9E%A2%E1%9E%98%E1%9E%9A%E1%9E%80%E1%9E%98%E1%9E%93%E1%9E%85%E1%9E%8E/,2025-06-30T06:10:34+07:00,https://www.khmertimeskh.com/wp-content/uploads/2025/06/104710-360x245.jpg,2025-06-30 23:12:15
